sec_code,industry_code,industry_label,market
3673,5250,情報・通信業,プライム
3674,5250,情報・通信業,グロース
3675,5250,情報・通信業,スタンダード
3676,5250,情報・通信業,プライム
3678,5250,情報・通信業,プライム
3679,5250,情報・通信業,プライム
367A,6100,小売業,スタンダード
3680,5250,情報・通信業,グロース
3682,5250,情報・通信業,スタンダード
3683,5250,情報・通信業,スタンダード
3686,5250,情報・通信業,スタンダード
3687,5250,情報・通信業,プライム
368A,3750,精密機器,プライム
3690,5250,情報・通信業,スタンダード
3691,5250,情報・通信業,グロース
3692,5250,情報・通信業,グロース
3694,5250,情報・通信業,プライム
3695,5250,情報・通信業,グロース
3696,5250,情報・通信業,プライム
3697,5250,情報・通信業,プライム
3698,5250,情報・通信業,スタンダード
369A,9050,サービス業,グロース
3708,3150,パルプ・紙,プライム
3710,5250,情報・通信業,スタンダード
3712,5250,情報・通信業,スタンダード
3719,5250,情報・通信業,スタンダード
3723,5250,情報・通信業,グロース
3726,6100,小売業,スタンダード
3727,5250,情報・通信業,グロース
372A,9050,サービス業,スタンダード
3733,5250,情報・通信業,スタンダード
373A,3200,化学,グロース
3741,5250,情報・通信業,プライム
3744,5250,情報・通信業,スタンダード
3747,5250,情報・通信業,スタンダード
3750,5250,情報・通信業,スタンダード
3753,5250,情報・通信業,スタンダード
3758,5250,情報・通信業,スタンダード
3760,5250,情報・通信業,スタンダード
3762,5250,情報・通信業,プライム
3763,5250,情報・通信業,プライム
3765,5250,情報・通信業,プライム
3766,5250,情報・通信業,スタンダード
3768,5250,情報・通信業,スタンダード
3769,5250,情報・通信業,プライム
3771,5250,情報・通信業,プライム
3772,8050,不動産業,スタンダード
3773,5250,情報・通信業,グロース
3774,5250,情報・通信業,プライム
3776,5250,情報・通信業,スタンダード
3777,5250,情報・通信業,グロース
3778,5250,情報・通信業,プライム
3779,5250,情報・通信業,スタンダード
3787,5250,情報・通信業,スタンダード
3788,5250,情報・通信業,プライム
378A,9050,サービス業,グロース
3791,5250,情報・通信業,スタンダード
3793,5250,情報・通信業,グロース
3796,5250,情報・通信業,スタンダード
3798,5250,情報・通信業,スタンダード
3799,5250,情報・通信業,スタンダード
3800,5250,情報・通信業,スタンダード
3802,5250,情報・通信業,スタンダード
3803,5250,情報・通信業,グロース
3804,5250,情報・通信業,スタンダード
3807,5250,情報・通信業,グロース
3810,5250,情報・通信業,スタンダード
3815,5250,情報・通信業,グロース
3816,5250,情報・通信業,スタンダード
3817,5250,情報・通信業,プライム
3823,5250,情報・通信業,スタンダード
3825,6100,小売業,スタンダード
3826,5250,情報・通信業,スタンダード
3834,5250,情報・通信業,プライム
3835,5250,情報・通信業,プライム
3836,5250,情報・通信業,プライム
3837,5250,情報・通信業,プライム
3839,5250,情報・通信業,スタンダード
3840,5250,情報・通信業,スタンダード
3841,5250,情報・通信業,スタンダード
3842,5250,情報・通信業,スタンダード
3843,5250,情報・通信業,プライム
3844,5250,情報・通信業,プライム
3845,5250,情報・通信業,スタンダード
3848,5250,情報・通信業,スタンダード
3850,5250,情報・通信業,スタンダード
3851,5250,情報・通信業,スタンダード
3853,5250,情報・通信業,プライム
3854,5250,情報・通信業,プライム
3856,3650,電気機器,スタンダード
3858,5250,情報・通信業,スタンダード
3861,3150,パルプ・紙,プライム
3863,3150,パルプ・紙,プライム
3864,3150,パルプ・紙,プライム
3865,3150,パルプ・紙,プライム
386A,6100,小売業,スタンダード
3877,3150,パルプ・紙,プライム
3878,3200,化学,スタンダード
387A,5250,情報・通信業,グロース
3880,3150,パルプ・紙,プライム
3891,3150,パルプ・紙,スタンダード
3892,3150,パルプ・紙,スタンダード
3895,3150,パルプ・紙,スタンダード
3896,3150,パルプ・紙,スタンダード
3900,5250,情報・通信業,グロース
3901,5250,情報・通信業,プライム
3903,5250,情報・通信業,プライム
3904,5250,情報・通信業,グロース
3905,5250,情報・通信業,グロース
3907,5250,情報・通信業,スタンダード
3908,5250,情報・通信業,スタンダード
3909,5250,情報・通信業,スタンダード
3910,5250,情報・通信業,スタンダード
3911,5250,情報・通信業,グロース
3912,5250,情報・通信業,スタンダード
3913,5250,情報・通信業,スタンダード
3914,5250,情報・通信業,グロース
3915,5250,情報・通信業,プライム
3916,5250,情報・通信業,プライム
3917,5250,情報・通信業,グロース
3918,5250,情報・通信業,スタンダード
3920,5250,情報・通信業,スタンダード
3921,5250,情報・通信業,プライム
3922,5250,情報・通信業,プライム
3923,5250,情報・通信業,プライム
3925,5250,情報・通信業,プライム
3926,5250,情報・通信業,スタンダード
3927,5250,情報・通信業,スタンダード
3928,5250,情報・通信業,スタンダード
3929,5250,情報・通信業,グロース
3930,5250,情報・通信業,グロース
3931,5250,情報・通信業,グロース
3932,5250,情報・通信業,プライム
3933,5250,情報・通信業,スタンダード
3934,5250,情報・通信業,スタンダード
3935,5250,情報・通信業,スタンダード
3936,5250,情報・通信業,グロース
3937,5250,情報・通信業,スタンダード
3939,5250,情報・通信業,プライム
3940,5250,情報・通信業,スタンダード
3941,3150,パルプ・紙,プライム
3943,3150,パルプ・紙,スタンダード
3944,3150,パルプ・紙,スタンダード
3945,3150,パルプ・紙,スタンダード
3946,3150,パルプ・紙,プライム
3947,3150,パルプ・紙,スタンダード
3948,3150,パルプ・紙,スタンダード
3950,3150,パルプ・紙,プライム
3951,3150,パルプ・紙,スタンダード
3953,3150,パルプ・紙,スタンダード
3954,3150,パルプ・紙,スタンダード
3955,3150,パルプ・紙,スタンダード
3958,3150,パルプ・紙,スタンダード
3962,5250,情報・通信業,プライム
3963,5250,情報・通信業,プライム
3964,5250,情報・通信業,プライム
3965,5250,情報・通信業,スタンダード
3967,5250,情報・通信業,グロース
3968,5250,情報・通信業,プライム
3969,5250,情報・通信業,スタンダード
3970,5250,情報・通信業,スタンダード
3974,5250,情報・通信業,スタンダード
3976,5250,情報・通信業,グロース
3979,5250,情報・通信業,グロース
3981,5250,情報・通信業,スタンダード
3983,5250,情報・通信業,プライム
3984,5250,情報・通信業,プライム
3985,5250,情報・通信業,スタンダード
3986,5250,情報・通信業,スタンダード
3987,5250,情報・通信業,グロース
3988,5250,情報・通信業,スタンダード
3989,5250,情報・通信業,グロース
3991,5250,情報・通信業,グロース
3992,5250,情報・通信業,プライム
3993,5250,情報・通信業,プライム
3994,5250,情報・通信業,プライム
3996,5250,情報・通信業,スタンダード
3997,5250,情報・通信業,スタンダード
3998,5250,情報・通信業,グロース
4004,3200,化学,プライム
4005,3200,化学,プライム
4008,3200,化学,プライム
4011,5250,情報・通信業,グロース
4012,5250,情報・通信業,スタンダード
4013,5250,情報・通信業,グロース
4014,5250,情報・通信業,グロース
4015,5250,情報・通信業,グロース
4016,5250,情報・通信業,スタンダード
4017,5250,情報・通信業,グロース
4019,5250,情報・通信業,グロース
4020,5250,情報・通信業,グロース
4021,3200,化学,プライム
4022,3200,化学,プライム
4023,3200,化学,プライム
4025,3200,化学,プライム
4026,3400,ガラス・土石製品,スタンダード
4027,3200,化学,プライム
4028,3200,化学,プライム
402A,3700,輸送用機器,グロース
4031,3200,化学,スタンダード
4040,3200,化学,スタンダード
4041,3200,化学,プライム
4042,3200,化学,プライム
4043,3200,化学,プライム
4044,3200,化学,プライム
4045,3200,化学,プライム
4046,3200,化学,プライム
4047,3200,化学,プライム
4051,5250,情報・通信業,プライム
4052,5250,情報・通信業,グロース
4053,5250,情報・通信業,プライム
4054,5250,情報・通信業,グロース
4055,5250,情報・通信業,グロース
4056,5250,情報・通信業,グロース
4057,5250,情報・通信業,グロース
4058,5250,情報・通信業,グロース
4059,5250,情報・通信業,スタンダード
4060,5250,情報・通信業,グロース
4061,3200,化学,プライム
4062,3650,電気機器,プライム
4063,3200,化学,プライム
4064,3200,化学,プライム
4068,5250,情報・通信業,グロース
4069,5250,情報・通信業,グロース
4071,5250,情報・通信業,プライム
4072,5250,情報・通信業,プライム
4073,5250,情報・通信業,グロース
4074,5250,情報・通信業,グロース
4075,5250,情報・通信業,グロース
4076,5250,情報・通信業,グロース
4078,3200,化学,プライム
407A,2050,建設業,スタンダード
4082,3200,化学,プライム
4088,3200,化学,プライム
4091,3200,化学,プライム
4092,3200,化学,プライム
4093,3200,化学,スタンダード
4094,3200,化学,スタンダード
4095,3200,化学,プライム
4097,3200,化学,プライム
4098,3200,化学,スタンダード
4099,3200,化学,プライム
409A,3050,食料品,プライム
4100,3200,化学,スタンダード
4102,3200,化学,スタンダード
4107,3200,化学,スタンダード
4109,3200,化学,プライム
410A,9050,サービス業,グロース
4112,3200,化学,プライム
4113,3200,化学,スタンダード
4114,3200,化学,プライム
4116,3200,化学,プライム
4118,3200,化学,プライム
4119,3200,化学,スタンダード
4120,3200,化学,スタンダード
4124,3200,化学,スタンダード
4125,3200,化学,スタンダード
414A,5250,情報・通信業,グロース
4151,3250,医薬品,プライム
415A,9050,サービス業,グロース
4165,5250,情報・通信業,グロース
4166,5250,情報・通信業,グロース
4167,5250,情報・通信業,グロース
4168,5250,情報・通信業,グロース
4169,5250,情報・通信業,グロース
416A,6050,卸売業,スタンダード
4170,5250,情報・通信業,グロース
4171,5250,情報・通信業,スタンダード
4172,5250,情報・通信業,スタンダード
4174,5250,情報・通信業,スタンダード
4175,5250,情報・通信業,グロース
4176,5250,情報・通信業,グロース
4177,5250,情報・通信業,グロース
4178,5250,情報・通信業,グロース
4179,5250,情報・通信業,グロース
417A,6100,小売業,プライム
4180,5250,情報・通信業,プライム
4182,3200,化学,プライム
4183,3200,化学,プライム
4186,3200,化学,プライム
4187,3200,化学,プライム
4188,3200,化学,プライム
4189,3200,化学,プライム
4192,5250,情報・通信業,グロース
4193,5250,情報・通信業,スタンダード
4194,5250,情報・通信業,プライム
4196,5250,情報・通信業,スタンダード
4197,5250,情報・通信業,スタンダード
4198,5250,情報・通信業,スタンダード
4199,5250,情報・通信業,グロース
4202,3200,化学,プライム
4203,3200,化学,プライム
4204,3200,化学,プライム
4205,3200,化学,プライム
4206,3200,化学,プライム
4208,3200,化学,プライム
4212,3200,化学,プライム
4216,3200,化学,プライム
4218,3200,化学,プライム
421A,9050,サービス業,グロース
4220,3200,化学,プライム
4221,3200,化学,プライム
4222,3200,化学,スタンダード
4224,3200,化学,スタンダード
4228,3200,化学,プライム
4229,3200,化学,プライム
4231,3200,化学,スタンダード
4234,3200,化学,スタンダード
4235,3200,化学,スタンダード
4237,3200,化学,スタンダード
4238,3200,化学,スタンダード
423A,6050,卸売業,スタンダード
4240,3200,化学,スタンダード
4241,3200,化学,スタンダード
4242,3200,化学,スタンダード
4243,3200,化学,スタンダード
4245,3200,化学,スタンダード
4246,3200,化学,プライム
4247,3200,化学,スタンダード
4248,3200,化学,スタンダード
4249,3200,化学,プライム
4251,3200,化学,プライム
4255,5250,情報・通信業,グロース
4256,5250,情報・通信業,グロース
4258,5250,情報・通信業,グロース
4259,5250,情報・通信業,グロース
4260,5250,情報・通信業,グロース
4261,5250,情報・通信業,グロース
4262,5250,情報・通信業,グロース
4263,5250,情報・通信業,グロース
4264,5250,情報・通信業,グロース
4265,5250,情報・通信業,グロース
4270,5250,情報・通信業,グロース
4272,3200,化学,プライム
4274,3200,化学,スタンダード
4275,3200,化学,プライム
4284,5250,情報・通信業,スタンダード
4286,9050,サービス業,スタンダード
4287,5250,情報・通信業,スタンダード
4288,5250,情報・通信業,スタンダード
428A,6100,小売業,スタンダード
4290,9050,サービス業,プライム
4293,9050,サービス業,スタンダード
4299,5250,情報・通信業,スタンダード
429A,3800,その他製品,プライム
4301,9050,サービス業,プライム
4307,5250,情報・通信業,プライム
4308,5250,情報・通信業,グロース
4310,9050,サービス業,プライム
4316,5250,情報・通信業,グロース
4317,9050,サービス業,スタンダード
4318,9050,サービス業,プライム
431A,5250,情報・通信業,グロース
4320,5250,情報・通信業,スタンダード
4323,5250,情報・通信業,プライム
4324,9050,サービス業,プライム
4326,5250,情報・通信業,プライム
4331,9050,サービス業,プライム
4334,5250,情報・通信業,スタンダード
4335,5250,情報・通信業,スタンダード
4337,9050,サービス業,プライム
4341,9050,サービス業,スタンダード
4343,9050,サービス業,プライム
4344,5250,情報・通信業,プライム
4345,9050,サービス業,プライム
4346,7200,その他金融業,スタンダード
4347,9050,サービス業,スタンダード
4350,6100,小売業,スタンダード
4351,7200,その他金融業,スタンダード
4356,5250,情報・通信業,スタンダード
4360,3200,化学,スタンダード
4361,3200,化学,スタンダード
4362,3200,化学,プライム
4365,3200,化学,スタンダード
4366,3200,化学,スタンダード
4368,3200,化学,プライム
4369,3200,化学,プライム
436A,5250,情報・通信業,グロース
4370,5250,情報・通信業,グロース
4371,5250,情報・通信業,グロース
4372,5250,情報・通信業,グロース
4373,5250,情報・通信業,プライム
4374,5250,情報・通信業,グロース
4375,5250,情報・通信業,グロース
4376,5250,情報・通信業,グロース
4377,5250,情報・通信業,グロース
4378,5250,情報・通信業,グロース
4379,5250,情報・通信業,グロース
4380,5250,情報・通信業,グロース
4381,5250,情報・通信業,グロース
4382,5250,情報・通信業,スタンダード
4385,5250,情報・通信業,プライム
4386,5250,情報・通信業,スタンダード
4387,5250,情報・通信業,グロース
4388,5250,情報・通信業,スタンダード
4389,5250,情報・通信業,グロース
438A,5250,情報・通信業,グロース
4390,5250,情報・通信業,プライム
4391,5250,情報・通信業,グロース
4392,5250,情報・通信業,プライム
4393,5250,情報・通信業,グロース
4394,5250,情報・通信業,グロース
4395,5250,情報・通信業,グロース
4396,5250,情報・通信業,プライム
4397,5250,情報・通信業,グロース
4398,5250,情報・通信業,スタンダード
4401,3200,化学,プライム
4403,3200,化学,プライム
4404,3050,食料品,スタンダード
4406,3200,化学,スタンダード
4409,3200,化学,スタンダード
4410,3200,化学,プライム
4412,5250,情報・通信業,グロース
4413,5250,情報・通信業,プライム
4414,5250,情報・通信業,グロース
4415,5250,情報・通信業,グロース
4416,5250,情報・通信業,グロース
4417,5250,情報・通信業,グロース
4418,5250,情報・通信業,グロース
4419,5250,情報・通信業,グロース
441A,5250,情報・通信業,グロース
4420,5250,情報・通信業,スタンダード
4421,5250,情報・通信業,スタンダード
4422,5250,情報・通信業,グロース
4424,5250,情報・通信業,グロース
4425,5250,情報・通信業,グロース
4427,5250,情報・通信業,グロース
4428,5250,情報・通信業,グロース
4429,5250,情報・通信業,グロース
442A,3100,繊維製品,グロース
4430,5250,情報・通信業,スタンダード
4431,5250,情報・通信業,グロース
4432,5250,情報・通信業,プライム
4433,9050,サービス業,プライム
4434,5250,情報・通信業,スタンダード
4436,5250,情報・通信業,グロース
4437,5250,情報・通信業,グロース
4438,5250,情報・通信業,グロース
4439,5250,情報・通信業,スタンダード
4440,5250,情報・通信業,スタンダード
4441,5250,情報・通信業,スタンダード
4442,5250,情報・通信業,グロース
4443,5250,情報・通信業,プライム
4444,5250,情報・通信業,グロース
4445,5250,情報・通信業,グロース
4446,5250,情報・通信業,スタンダード
4447,5250,情報・通信業,グロース
4448,5250,情報・通信業,グロース
4450,5250,情報・通信業,グロース
4452,3200,化学,プライム
4461,3200,化学,プライム
4462,3200,化学,プライム
4463,3200,化学,スタンダード
4464,3200,化学,スタンダード
4465,3200,化学,スタンダード
446A,9050,サービス業,グロース
4471,3200,化学,プライム
4475,5250,情報・通信業,グロース
4476,5250,情報・通信業,グロース
4477,5250,情報・通信業,グロース
4478,5250,情報・通信業,グロース
4479,5250,情報・通信業,グロース
4480,5250,情報・通信業,プライム
4481,5250,情報・通信業,プライム
4482,5250,情報・通信業,グロース
4483,5250,情報・通信業,プライム
4484,5250,情報・通信業,グロース
4486,5250,情報・通信業,グロース
4487,5250,情報・通信業,グロース
4488,5250,情報・通信業,グロース
4490,5250,情報・通信業,グロース
4491,5250,情報・通信業,スタンダード
4492,5250,情報・通信業,スタンダード
4493,5250,情報・通信業,グロース
4495,5250,情報・通信業,グロース
4496,5250,情報・通信業,グロース
4498,5250,情報・通信業,グロース
4499,5250,情報・通信業,スタンダード
4502,3250,医薬品,プライム
4503,3250,医薬品,プライム
4506,3250,医薬品,プライム
4507,3250,医薬品,プライム
4512,3250,医薬品,スタンダード
4516,3250,医薬品,プライム
4519,3250,医薬品,プライム
4521,3250,医薬品,プライム
4523,3250,医薬品,プライム
4524,3250,医薬品,スタンダード
4526,3050,食料品,プライム
4527,3250,医薬品,プライム
4528,3250,医薬品,プライム
4531,3200,化学,スタンダード
4534,3250,医薬品,プライム
4536,3250,医薬品,プライム
4538,3250,医薬品,プライム
4539,3250,医薬品,スタンダード
4540,3250,医薬品,プライム
4543,3750,精密機器,プライム
4544,9050,サービス業,プライム
4547,3250,医薬品,プライム
4548,3250,医薬品,プライム
4549,3250,医薬品,プライム
4552,3250,医薬品,プライム
4553,3250,医薬品,プライム
4554,3250,医薬品,プライム
4558,3250,医薬品,スタンダード
4559,3250,医薬品,プライム
4563,3250,医薬品,グロース
4564,3250,医薬品,グロース
4565,3250,医薬品,プライム
4568,3250,医薬品,プライム
4569,3250,医薬品,プライム
456A,6100,小売業,グロース
4570,3250,医薬品,グロース
4571,3250,医薬品,グロース
4572,3250,医薬品,グロース
4574,3250,医薬品,プライム
4575,3250,医薬品,グロース
4576,3250,医薬品,グロース
4577,3250,医薬品,プライム
4578,3250,医薬品,プライム
4579,3250,医薬品,グロース
4582,3250,医薬品,グロース
4583,3250,医薬品,グロース
4584,3250,医薬品,グロース
4586,3250,医薬品,グロース
4587,3250,医薬品,プライム
4588,3250,医薬品,グロース
4591,3250,医薬品,グロース
4592,3250,医薬品,グロース
4593,3250,医薬品,グロース
4594,3250,医薬品,グロース
4595,3250,医薬品,スタンダード
4596,3250,医薬品,グロース
4597,3250,医薬品,グロース
4598,3250,医薬品,グロース
4599,3250,医薬品,グロース
460A,5250,情報・通信業,グロース
4611,3200,化学,プライム
4612,3200,化学,プライム
4613,3200,化学,プライム
4615,3200,化学,スタンダード
4616,3200,化学,スタンダード
4617,3200,化学,プライム
4619,3200,化学,スタンダード
4620,3200,化学,スタンダード
4623,3200,化学,スタンダード
4624,3200,化学,スタンダード
4625,3200,化学,スタンダード
4626,3200,化学,プライム
4627,3200,化学,スタンダード
4628,3200,化学,スタンダード
4629,3200,化学,スタンダード
462A,7100,証券、商品先物取引業,グロース
4631,3200,化学,プライム
4633,3200,化学,プライム
4634,3200,化学,プライム
4635,3200,化学,スタンダード
463A,8050,不動産業,スタンダード
4641,9050,サービス業,プライム
4642,9050,サービス業,スタンダード
4644,5250,情報・通信業,スタンダード
4645,9050,サービス業,スタンダード
464A,5250,情報・通信業,グロース
4650,9050,サービス業,スタンダード
4651,9050,サービス業,スタンダード
4657,9050,サービス業,スタンダード
4658,9050,サービス業,プライム
4661,9050,サービス業,プライム
4662,5250,情報・通信業,プライム
4664,9050,サービス業,スタンダード
4665,9050,サービス業,プライム
4666,8050,不動産業,プライム
4667,5250,情報・通信業,スタンダード
4668,9050,サービス業,プライム
4671,9050,サービス業,スタンダード
4673,9050,サービス業,スタンダード
4674,5250,情報・通信業,プライム
4676,5250,情報・通信業,プライム
4678,9050,サービス業,スタンダード
4679,9050,サービス業,スタンダード
4680,9050,サービス業,プライム
4681,9050,サービス業,プライム
4684,5250,情報・通信業,プライム
4685,5250,情報・通信業,スタンダード
4686,5250,情報・通信業,プライム
4687,5250,情報・通信業,プライム
4689,5250,情報・通信業,プライム
4691,9050,サービス業,スタンダード
4694,9050,サービス業,プライム
469A,9050,サービス業,グロース
4704,5250,情報・通信業,プライム
4705,9050,サービス業,スタンダード
4707,9050,サービス業,スタンダード
4709,5250,情報・通信業,プライム
4712,9050,サービス業,スタンダード
4714,9050,サービス業,プライム
4716,5250,情報・通信業,スタンダード
4718,9050,サービス業,プライム
4719,5250,情報・通信業,プライム
471A,7200,その他金融業,プライム
4720,9050,サービス業,スタンダード
4722,5250,情報・通信業,プライム
4725,5250,情報・通信業,プライム
4728,5250,情報・通信業,スタンダード
472A,5250,情報・通信業,グロース
4732,9050,サービス業,プライム
4733,5250,情報・通信業,プライム
4735,9050,サービス業,スタンダード
4736,5250,情報・通信業,スタンダード
4743,5250,情報・通信業,プライム
4746,5250,情報・通信業,スタンダード
4750,9050,サービス業,スタンダード
4751,9050,サービス業,プライム
4752,5250,情報・通信業,スタンダード
4754,9050,サービス業,スタンダード
4755,9050,サービス業,プライム
475A,9050,サービス業,スタンダード
4760,9050,サービス業,スタンダード
4761,5250,情報・通信業,スタンダード
4762,5250,情報・通信業,スタンダード
4763,9050,サービス業,プライム
4765,9050,サービス業,プライム
4766,9050,サービス業,スタンダード
4767,9050,サービス業,スタンダード
4768,5250,情報・通信業,プライム
4769,5250,情報・通信業,スタンダード
476A,5250,情報・通信業,スタンダード
4771,9050,サービス業,スタンダード
4772,5250,情報・通信業,グロース
4776,5250,情報・通信業,プライム
4777,5250,情報・通信業,スタンダード
477A,9050,サービス業,グロース
4783,5250,情報・通信業,スタンダード
4784,9050,サービス業,プライム
478A,5250,情報・通信業,グロース
4792,9050,サービス業,プライム
479A,5250,情報・通信業,グロース
4800,5250,情報・通信業,スタンダード
4801,9050,サービス業,プライム
4809,8050,不動産業,プライム
480A,9050,サービス業,グロース
4811,5250,情報・通信業,グロース
4812,5250,情報・通信業,プライム
4813,5250,情報・通信業,プライム
4814,5250,情報・通信業,スタンダード
4816,5250,情報・通信業,スタンダード
4819,5250,情報・通信業,プライム
4820,5250,情報・通信業,プライム
4825,5250,情報・通信業,プライム
4826,5250,情報・通信業,プライム
4828,5250,情報・通信業,プライム
4829,5250,情報・通信業,スタンダード
4832,5250,情報・通信業,スタンダード
4833,9050,サービス業,グロース
4838,5250,情報・通信業,スタンダード
4839,5250,情報・通信業,プライム
483A,5250,情報・通信業,スタンダード
4840,9050,サービス業,スタンダード
4845,5250,情報・通信業,スタンダード
4847,5250,情報・通信業,プライム
4848,9050,サービス業,プライム
4849,9050,サービス業,プライム
485A,3650,電気機器,グロース
4880,3250,医薬品,スタンダード
4881,3250,医薬品,グロース
4882,3250,医薬品,グロース
4883,3250,医薬品,グロース
4884,3250,医薬品,グロース
4885,3250,医薬品,スタンダード
4886,3250,医薬品,プライム
4887,3250,医薬品,プライム
4888,3250,医薬品,グロース
4889,3250,医薬品,グロース
4890,3250,医薬品,グロース
4891,3250,医薬品,グロース
4892,3250,医薬品,グロース
4893,3250,医薬品,グロース
4894,3250,医薬品,グロース
4896,3250,医薬品,グロース
4901,3200,化学,プライム
4902,3650,電気機器,プライム
4911,3200,化学,プライム
4912,3200,化学,プライム
4914,3200,化学,プライム
4918,3200,化学,スタンダード
4919,3200,化学,プライム
4920,3200,化学,スタンダード
4922,3200,化学,プライム
4923,3200,化学,プライム
4925,3200,化学,スタンダード
4926,3200,化学,スタンダード
4927,3200,化学,プライム
4928,3200,化学,プライム
4929,3200,化学,スタンダード
4931,3200,化学,プライム
4932,3200,化学,スタンダード
4933,3200,化学,プライム
4934,3200,化学,グロース
4935,3200,化学,スタンダード
4936,3200,化学,スタンダード
4937,3200,化学,グロース
4951,3200,化学,プライム
4956,3200,化学,プライム
4958,3200,化学,プライム
4960,3200,化学,スタンダード
4966,3200,化学,スタンダード
4967,3200,化学,プライム
4968,3200,化学,プライム
4970,3200,化学,スタンダード
4971,3200,化学,プライム
4972,3200,化学,スタンダード
4973,3200,化学,プライム
4975,3200,化学,プライム
4976,3200,化学,スタンダード
4977,3200,化学,スタンダード
4978,3200,化学,グロース
4979,3200,化学,スタンダード
4980,3200,化学,プライム
4985,3200,化学,プライム
4990,3200,化学,スタンダード
4992,3200,化学,スタンダード
4994,3200,化学,スタンダード
4996,3200,化学,プライム
4997,3200,化学,プライム
4998,3200,化学,スタンダード
500A,5250,情報・通信業,スタンダード
5010,3300,石油・石炭製品,スタンダード
5011,3300,石油・石炭製品,プライム
5013,3300,石油・石炭製品,スタンダード
5015,3300,石油・石炭製品,スタンダード
5016,3500,非鉄金属,プライム
5018,3300,石油・石炭製品,スタンダード
5019,3300,石油・石炭製品,プライム
5020,3300,石油・石炭製品,プライム
5021,3300,石油・石炭製品,プライム
5025,5250,情報・通信業,グロース
5026,5250,情報・通信業,グロース
5027,5250,情報・通信業,グロース
5028,5250,情報・通信業,グロース
5029,5250,情報・通信業,グロース
5031,5250,情報・通信業,グロース
5032,5250,情報・通信業,プライム
5033,5250,情報・通信業,グロース
5034,5250,情報・通信業,グロース
5035,5250,情報・通信業,グロース
5036,5250,情報・通信業,プライム
5038,5250,情報・通信業,グロース
504A,3250,医薬品,グロース
505A,9050,サービス業,スタンダード
5071,9050,サービス業,スタンダード
5074,2050,建設業,プライム
5076,2050,建設業,プライム
5078,2050,建設業,スタンダード
5079,2050,建設業,スタンダード
5101,3350,ゴム製品,プライム
5103,3350,ゴム製品,スタンダード
5105,3350,ゴム製品,プライム
5108,3350,ゴム製品,プライム
5110,3350,ゴム製品,プライム
5121,3350,ゴム製品,プライム
5122,3350,ゴム製品,プライム
5125,5250,情報・通信業,グロース
5126,5250,情報・通信業,グロース
5129,5250,情報・通信業,グロース
5131,5250,情報・通信業,グロース
5132,5250,情報・通信業,グロース
5133,5250,情報・通信業,スタンダード
5134,5250,情報・通信業,グロース
5136,5250,情報・通信業,グロース
5137,5250,情報・通信業,グロース
5138,5250,情報・通信業,グロース
5139,5250,情報・通信業,グロース
5142,3200,化学,プライム
5161,3350,ゴム製品,スタンダード
5162,3350,ゴム製品,スタンダード
5184,3350,ゴム製品,スタンダード
5185,3350,ゴム製品,プライム
5186,3350,ゴム製品,プライム
5187,3750,精密機器,スタンダード
5189,3350,ゴム製品,スタンダード
5192,3350,ゴム製品,プライム
5194,3350,ゴム製品,スタンダード
5195,3350,ゴム製品,プライム
5199,3350,ゴム製品,スタンダード
519A,5250,情報・通信業,グロース
5201,3400,ガラス・土石製品,プライム
5202,3400,ガラス・土石製品,プライム
5204,3400,ガラス・土石製品,スタンダード
5208,3200,化学,プライム
520A,3250,医薬品,グロース
5210,3400,ガラス・土石製品,スタンダード
5214,3400,ガラス・土石製品,プライム
5216,3400,ガラス・土石製品,スタンダード
5218,3400,ガラス・土石製品,スタンダード
5232,3400,ガラス・土石製品,プライム
5233,3400,ガラス・土石製品,プライム
5237,3400,ガラス・土石製品,スタンダード
523A,3550,金属製品,グロース
5240,5250,情報・通信業,グロース
5242,5250,情報・通信業,グロース
5243,5250,情報・通信業,グロース
5244,5250,情報・通信業,グロース
5246,5250,情報・通信業,グロース
5247,5250,情報・通信業,グロース
5248,5250,情報・通信業,グロース
5250,5250,情報・通信業,スタンダード
5252,5250,情報・通信業,グロース
5253,5250,情報・通信業,グロース
5254,5250,情報・通信業,グロース
5255,5250,情報・通信業,グロース
5256,5250,情報・通信業,グロース
5257,5250,情報・通信業,スタンダード
5258,5250,情報・通信業,グロース
5261,9050,サービス業,プライム
5262,3400,ガラス・土石製品,プライム
5268,3400,ガラス・土石製品,スタンダード
5269,3400,ガラス・土石製品,プライム
5271,3400,ガラス・土石製品,スタンダード
5273,3400,ガラス・土石製品,スタンダード
5279,3400,ガラス・土石製品,スタンダード
5280,8050,不動産業,スタンダード
5282,3400,ガラス・土石製品,スタンダード
5283,6050,卸売業,スタンダード
5284,3400,ガラス・土石製品,スタンダード
5285,3400,ガラス・土石製品,スタンダード
5287,3400,ガラス・土石製品,スタンダード
5288,3400,ガラス・土石製品,プライム
5290,3400,ガラス・土石製品,スタンダード
5301,3400,ガラス・土石製品,プライム
5302,3400,ガラス・土石製品,プライム
5304,3400,ガラス・土石製品,スタンダード
5310,3400,ガラス・土石製品,プライム
5331,3400,ガラス・土石製品,プライム
5332,3400,ガラス・土石製品,プライム
5333,3400,ガラス・土石製品,プライム
5334,3400,ガラス・土石製品,プライム
5337,3400,ガラス・土石製品,スタンダード
5341,3400,ガラス・土石製品,スタンダード
5344,3400,ガラス・土石製品,プライム
5351,3400,ガラス・土石製品,プライム
